,GSM77082,GSM77083,GSM78821,GSM78822,GSM78823,GSM78824,GSM78825,GSM78826,GSM78827,GSM78828,GSM78829,GSM78830
1417032_at,1837.8,852.7,735.3,792.6,1168.5,1364.8,518.7,751.6,1611.6,883.4,602.2,1016.4
1417033_at,31.4,10.1,12,21.4,2.7,17.5,14.2,17.7,16.1,23.3,14.3,16.7
1417034_at,226.3,90,56.4,112.5,58,96.4,46.1,52.9,130.4,82.7,80,103.5
1417035_at,265.8,254.2,82.9,137.7,444.4,697.6,172.7,207,223,76.1,76.4,86.7
1417036_at,4.8,1.5,0.5,3.6,4.6,3.8,6.8,11,3.8,0.3,0.6,5.6
1417037_at,269.1,286.1,183.6,210.5,940.8,1060.7,562.7,498.9,265.9,139.4,83.7,192.9
1417038_at,537.5,601.6,284,426.5,2489.1,2414.5,825,681.5,638.4,352.5,308.6,405.4
1417039_a_at,765,762.4,249.1,272.1,1193.8,1258.3,337.2,426.6,1193.7,417.4,340.3,510.5
1417040_a_at,549.2,642.2,237.6,258.6,1011,1236.9,355.4,421.6,229.1,80,77.9,89.7
1417041_at,810.9,816.6,253.7,360,657.8,971.3,320.5,452.2,384.8,239.5,141.9,178.1
1417042_at,188.9,143.2,74.4,94.8,315,279.3,118.7,197.8,406.5,224.7,185.7,218.8
1417043_at,61.5,109.8,12,23.9,42,46.5,7.1,10.6,113.1,21.3,29.9,30.6
1417044_at,582.9,447.4,222.6,349,614.7,683,291,348.3,539.4,285.1,251.9,324
1417045_at,79.1,73.3,29.7,71.6,635.3,932.6,233.3,296.6,43.8,22,16.3,19.6
1417046_at,212.4,269.6,83.1,92.8,278.9,307.9,100.4,126.7,276.5,148,121.3,122.6
1417047_at,5.7,13.4,2.7,15.5,5.7,31,3.5,1.5,6.2,7.8,13.7,4.5
1417048_at,51.8,54.5,3.9,3,22.3,7.8,3.3,2.3,70.7,10.6,18.2,2.5
1417049_at,71,39.5,19.5,34.8,53.2,39.7,13.2,28.4,107.7,92.6,73,49
1417050_at,35.4,29.7,12.2,8.9,31.2,5.5,2.2,11.6,60.6,22.3,33.2,47.4
1417051_at,16.3,3.3,1.2,2.5,12.7,16,5.3,0.4,25.2,1.4,0.4,3.2
1417052_at,524,401.4,147.3,292.6,1790.1,1609,1016.1,1114.3,455.2,374.6,283.1,411.8
1417053_at,738.4,553.2,242.9,429.1,2441.1,2929.4,1607.2,1957.5,725.4,502.5,381.1,571.6
1417054_a_at,702.2,443.6,514.7,587.8,1512.6,1628.9,1514.4,1595.7,592.3,968,811,1116.7
1417055_at,341.4,244.6,141.2,298.3,492.9,842.8,422,429.9,617.6,279.8,248.6,335.3
1417056_at,892.9,433.9,315.7,495.8,438.1,497.9,192.3,253.2,1357.4,790.7,660.9,935.5
1417057_a_at,927.2,747.6,370.3,576.8,2115.8,2168.7,1472.3,1657.7,845.6,563,350.1,570
1417058_a_at,1691.4,748.3,909.9,1085.3,2036.5,2010.9,1597.7,1952.3,1808,1822,1410.7,1836.1
1417059_at,1559.7,740.8,532.6,720.2,2680.2,2970.5,1249.8,1543.2,3010.3,1487.1,1235.2,1647.9
1417060_at,140.2,79.9,51.3,53.5,209.5,417.6,69.2,90.8,207.6,79.5,69.3,64.9
1417061_at,357.4,218.2,96,100.9,80,56.3,29.8,64.1,268.5,133.2,67.4,104.9
1417062_at,230.6,187.9,144.7,219,538.8,604.3,281.8,291.4,362.1,277.7,183.4,251.9
1417063_at,48.1,8.1,1.6,1.4,25.3,16.8,11.1,1.2,45.7,2.9,1.2,23.1
1417064_at,193.3,208.9,118.3,210.8,1047.1,1097.7,449,550.2,345.8,372.2,261,397.5
1417065_at,15051.8,10004.3,13707.6,14839,3377,2184.9,524.2,674.1,14277.2,7118.3,6012.8,11585.7
1417066_at,667.4,409.6,325.7,501.4,48,120.9,14.9,11.3,194.9,108,94.1,118.6
1417067_s_at,139.5,85.2,53.5,45.4,22.1,5,5.3,2.3,43.2,20.3,14.7,12.1
1417068_a_at,2457.2,2952.5,388.7,569.8,1352.6,1319,409.6,515.2,942.2,368.9,247,337.4
1417069_a_at,72.3,182,25.3,52.7,68.1,165.2,31.8,23.5,109.8,27.2,32.9,13.8
1417070_at,81,50.8,15.6,5.5,27.3,22.1,11.3,10.8,97.1,49.4,35.7,50.4
1417071_s_at,285.4,171.1,111.4,71.3,39.9,87.7,11.4,17.7,529.4,259,196.5,254
1417072_at,4.3,6.2,5.9,24.1,8.1,6.1,8.4,3.5,11.1,15.1,22,0.9
1417073_a_at,495,498.8,362.3,344.9,784.2,756.1,200.8,277.6,644.4,388.4,228.8,378.7
1417074_at,9.7,25.7,0.6,1.4,8.8,4.4,0.9,2.1,10.8,1.1,4.9,1.6
1417075_at,211.3,267.2,197.3,211.6,751.8,819.9,384.1,506.3,206.2,158.6,94.6,136.3
1417076_at,13.8,21.3,4.6,1.7,2.4,11.5,0.5,1.2,76.9,5.6,11.9,5.7
1417077_at,622.2,437.6,639.6,679.6,719.4,690.8,331.9,396.7,400.1,309.8,182.5,295.2
1417078_at,46.2,40.1,4.5,3,52.5,11.2,12.9,7.9,9.1,4.5,5.7,2.9
1417079_s_at,62.4,35.3,22.2,30.2,40,65.7,17.1,27,72.6,18,19.2,1.8
1417080_a_at,232.1,193.9,109.9,114.2,376.8,369.5,152.3,215.4,227.2,128.6,107.1,110.8
1417081_a_at,386.9,399.8,175.9,197.9,616.9,694.6,234.9,276.9,513.5,371.1,280.7,295.7
1417082_at,2797.7,1803.7,899.4,1674,5766.6,6196.5,3281.4,4500.3,1647.9,1158.1,718.8,1053.4
1417083_at,1272.4,1211.3,410.2,521.9,1997.8,2623.1,1161.1,1173.5,2671,1058.9,953.1,981.6
1417084_at,478.1,364.8,108.4,99.4,365.9,407,85.7,88.9,633.6,129.3,77.8,52
1417085_at,4.7,5.9,1.7,2.1,3.5,3.3,1,1.9,4.8,0.9,1.7,1.1
1417086_at,400.4,336.7,172.3,159.3,687.7,740.5,230.3,364,794.4,279.7,206.1,275.3
1417087_at,956.3,613.6,407.1,447.5,609.7,675.9,107,234.6,1342.8,503.5,317.9,379.6
1417088_at,405.7,414.9,144.9,183.5,966.9,1145.3,170.6,235.9,417.1,122.1,106,108.9
1417089_a_at,1.9,4.9,2.6,0.6,8.1,8.1,0.6,6.6,3.8,8.6,2.7,5.6
1417090_at,693.1,587.7,446.4,525.7,1187.6,1379.8,479.8,715.7,1425.3,885.6,515.1,626.6
1417091_at,287.7,266.4,157,179.3,521.9,612.3,140.6,218.2,373.1,113.1,91.9,163.8
1417092_at,14.6,40.5,15.4,17.9,1.4,2.7,0.8,1.4,274.3,222.8,191.2,263.7
1417093_a_at,89.3,117.7,49.2,62.4,289.8,270.9,146.5,172.4,108.9,79.6,76.5,89.4
1417094_at,165.8,166.7,54.3,82.9,2185.9,2415.2,1389.5,1840.1,301.5,135.4,125,109.3
1417095_a_at,37.5,77.2,12,17.5,93.2,105.2,24.3,33,71.7,5.7,6.4,10.6
1417096_at,839.4,825.3,340.8,519.9,1711.9,1932.2,1044.7,1327.8,605.5,349.4,203.1,289.2
1417097_at,95,179.2,63.5,70.3,144,201.8,103.3,149.5,106.2,85.1,51.6,55.7
1417098_s_at,122.7,113.8,68.5,75.6,208.2,234.5,85.9,92.9,114.1,71.3,44.1,100.2
1417099_at,600,402.3,212,272.7,683.7,655.7,250,385.8,569.2,208.4,227.9,250.5
1417100_at,186.3,190.4,79.2,154.5,250.5,267.2,144.6,189,213.8,142.3,105.9,162.8
1417101_at,377.2,300.1,93.7,124.9,103.4,128.9,26.4,41.1,440.3,106.6,68.6,148.5
1417102_a_at,1783.8,1416.1,589.7,412.2,2354.2,2068.5,492.7,715.4,1657.3,439.1,427.9,450.2
1417103_at,710.3,338.5,198.6,297.4,340.7,308.1,79.5,82.6,544.9,219.1,242.4,270
1417104_at,997.9,771.3,255.3,447,4447.1,5806.7,3313.6,3922.3,2351.7,1713.7,1643.1,1958.7
1417105_at,557.7,381.1,217.9,237.4,690.5,928.8,251.8,344.6,868.7,415.9,368.9,430.1
1417106_at,607.2,563.1,224.8,286.1,441.4,759,193.5,216.7,1004,326.3,276.9,334.1
1417107_at,501.6,481.2,153.6,203.6,310.7,334.8,99.8,108.9,473.4,206.4,175.1,207.5
1417108_at,615.6,358.2,124.8,165.2,263.9,311.6,52.4,65.2,419.5,148.9,144.3,173.6
1417109_at,501.7,263.7,76.8,191.8,60.1,58.6,22.3,8.7,2555,1373.7,1460.7,1085.9
1417110_at,445.4,344,134.2,162.6,286,426.6,94.4,101.6,3334.3,1172.7,1052.4,1133.5
1417111_at,743.1,550.3,325.1,380.6,333.1,460.7,91.4,77.8,4387.8,2007.8,1692.4,1978.8
1417112_at,1425.6,717.9,1263.9,1403.8,2859.5,3137.9,1693.9,2179.5,3013.5,2150.6,1685,2114.3
1417113_at,297.5,219,144.2,151,377.5,400,102.2,114.3,391.5,222,108.6,191.8
1417114_at,47,45.6,44.1,64.3,116.3,126.3,56.2,51.9,103.4,78.6,50.5,95.3
1417115_at,123.2,102.6,64.5,48.3,109.7,169.1,77.5,127.3,428.6,122.4,111,116.8
1417116_at,603.9,694.8,196.7,217.1,1034.5,1320,359.8,422.9,888.3,473.9,366.8,441.3
1417117_at,16.4,33,9.3,39.6,77.3,111.6,23,25.2,28.9,12.8,18.8,28
1417118_a_at,351.2,356.2,82.9,147.2,574,566.3,294.9,392.9,153.7,97.6,84.7,95.7
1417119_at,141.8,106.2,54.1,76.1,165.7,162.1,92.4,118.5,220.9,95.1,107.3,109.1
1417120_at,154.4,78.5,47.2,58.1,193.4,209.1,101.7,121.4,186.5,95.7,52.7,93.6
1417121_at,12.2,42.1,7.8,2.2,3.1,11.8,1.4,8,22.2,10.8,6.4,9.9
1417122_at,208.3,254.8,136.8,96.4,73.6,183.4,42.5,43.6,99.1,43.1,33.9,32.7
1417123_at,41.1,31.4,10.9,37.8,12.4,44.7,14.5,10.2,61.9,23.3,25.1,14.8
1417124_at,2928,1733.5,1424.2,1910,2173.4,3867.5,1571.1,1777.9,4083,3692.4,3172.8,2519.1
1417125_at,2068.4,1418.7,974.9,1309.4,4561,4842.5,2724,3250.2,573.2,358.8,291.6,352
1417126_a_at,3496.6,1884.9,2416.9,3029.7,2989.7,3116.7,1902.5,2462,2452.3,1391.4,1055.5,1284
1417127_at,49.8,68.1,5.8,16,40.4,23.1,10.1,15.5,155.8,43.3,62.5,97.1
1417128_at,78.4,8.3,16.5,37.7,205.8,176.9,145.7,118.5,90.9,72,67.4,67.6
1417129_a_at,81.2,81.1,19.3,29.8,186.7,270.6,18.9,31.8,369.7,97.5,83.5,94.8
1417130_s_at,361.9,741.7,195.6,302.8,277.6,856.1,281.2,397.2,763.8,542.1,475.4,547.9
1417131_at,212.8,458.9,73.4,64.5,477.2,981.1,202.3,193.2,272.1,49.6,41.6,34.2
1417132_at,106.5,62.4,71.9,88,366.2,375.1,242.2,378.2,130.6,82.3,62.3,69.6
1417133_at,3909,3561.3,1806.2,2177.8,237.1,231.1,42.7,28.7,7635.4,5547,4646,6030.5
1417134_at,249.5,224.9,177.3,148.2,319.9,355.8,94.7,137.2,282.3,245.3,148.9,181
1417135_at,491.4,585.1,172.5,184.7,674.2,820.9,88.6,80.7,605.3,149.1,138.5,72
1417136_s_at,200.6,319.8,39.6,51.9,229.9,311.1,29.6,36.6,210.1,72.1,60.5,22.4
1417137_at,6,3.1,1.4,1.3,8.3,3.4,2.3,5.2,7,0.9,0.8,1.2
1417138_s_at,897.1,658.6,324.5,485.9,1395,2117.9,762.1,946.7,852.9,477.6,374.1,478.3
1417139_at,101.4,183.4,47.5,53.7,521.7,431.9,174.5,214.7,112.3,40,31.9,46.2
1417140_a_at,1283.7,936.8,434.4,470.1,1154,1268.2,483.7,562.6,665.5,284,215,356.9
1417141_at,543.1,319.7,241,303.1,106.1,67.5,17.5,22,1390.6,590,675.8,715.5
1417142_at,276.9,294.7,72.7,113.3,262,317.1,92.2,147.5,340.7,108,85.5,143.7
1417143_at,669.8,434.7,396.9,460.5,387.2,601,324.1,324.1,1308.1,884.4,744.3,959.2
1417144_at,116.4,191.7,66.7,113.7,411.7,416.6,402.7,476.3,120.6,92.4,103.8,112
1417145_at,197.9,150.5,126.4,162.8,267.9,227.5,140.2,142.7,195.5,134.5,101.3,142.3
1417146_at,343.5,328.5,100.8,166,527,651.1,302.9,414.7,231.4,118.7,111.9,158.7
1417147_at,128.5,120.3,44.7,56.5,83.3,91.3,36.3,51.9,251.7,95.8,78.4,129.9
1417148_at,18.5,18.7,4.9,30.7,6.7,4.9,5.3,2.8,933.3,619.1,634.1,805.5
1417149_at,666.6,575.1,223.4,273,174.7,264.6,83.4,106.8,2454,1125,946.4,1187.4
1417150_at,3.4,6.9,1.3,2.8,5.6,3.2,1.4,1.5,3.9,2.8,1.7,6.3
1417151_a_at,47.8,68.3,16.6,24.6,19.5,42.8,8.6,2.6,39.9,19.4,23.3,7.2
1417152_at,231.4,172.1,61.4,69.8,114.8,107.7,20.4,37.2,272.2,74.1,59.4,51.3
1417153_at,57.3,16.9,10.4,28.4,19.9,35.2,5.2,11.8,27.7,13.1,11.6,10.8
1417154_at,153,101.9,115.2,112.9,149,323.3,121.4,167.5,210.4,182.6,99.8,186.1
1417155_at,182.9,97.9,128.9,91.2,94,39.2,9.1,11.4,182.1,50.3,62.3,41.8
1417156_at,10.1,18.8,2.5,29.4,2.7,47,16.3,13.2,132,101.5,96.2,107.3
1417157_at,1049.8,761,518.3,795.7,1636.5,1561.7,949,959.2,1614,1085.8,871.3,1045.7
1417158_at,56,73.3,72.1,41.7,40.7,68.4,16.1,24.4,80.8,47,32.9,51.9
1417159_at,51.2,44.7,12.1,23.5,31,52.7,7,2.3,67,7.9,6.9,7.2
1417160_s_at,92.7,75.1,10.6,11.4,72.5,29.4,7.4,17.7,62.8,20.5,16.7,19.3
1417161_at,451.7,260.9,115.7,205.3,598.9,668.7,244.7,281.2,483.2,272.2,264.2,339.7
1417162_at,3493.5,2596.7,1182.3,1385.3,955.6,1266.4,335.7,473.9,3098.6,1684.7,1361.4,1678.2
1417163_at,118.1,132,20.3,14.1,105.6,72.7,8.7,4.1,53.1,16.3,20.2,11.3
1417164_at,439.5,403.2,82.4,85.3,293.1,231.9,29.2,43,226.6,61,54.4,86.1
1417165_at,823.7,769.7,315.9,337.7,470.5,717.5,317.9,382.1,902.9,494.7,351.2,722.2
1417166_at,464.1,528.7,301.6,309.7,982.6,890.5,334.3,362.3,665.4,325.4,257,334.9
1417167_at,268.9,193.7,81.1,118.9,440.5,496.3,161.9,216.9,244.1,78.9,86.9,126.9
1417168_a_at,1050.4,783.1,184.1,284.1,182.2,123.5,15,6.7,336.1,122.8,103.9,145.7
1417169_at,895.2,791.5,195,217.3,170.3,221.4,31.7,38.9,468.2,123.6,144.2,113.3
1417170_at,368,251.8,119.9,154.2,238.9,359.3,56,97.2,661.8,212,236.1,244.6
1417171_at,1.2,3.4,0.5,1.6,1,2.7,0.5,1.4,1.3,0.9,1,0.8
1417172_at,38.8,22,7.8,7.4,14.4,4.5,7.7,9.5,46.2,19.8,27.8,34
1417173_at,107.6,70.2,61.9,73.5,92.8,113.2,44.7,68.8,145.2,75,48.9,72.5
1417174_at,121.3,84.1,42.7,110.7,90.1,133.2,69.5,70.3,247.8,190.7,152.1,161.2
1417175_at,548.8,485.3,164.2,245.8,387.6,195.9,119.9,131.5,410,190.2,154.8,196.4
1417176_at,1379.7,1019.7,240.7,320.4,670.1,609.3,258.6,242.2,877.8,272.5,258.4,309.7
1417177_at,511.2,382.3,107.9,185.1,1657.9,1132,714,897,703.5,368.4,343.1,347.6
1417178_at,97.2,155.8,21.6,30.7,66.5,75.6,17.8,29.8,132.1,30.1,37.1,18.6
1417179_at,482.9,323.9,148.5,203.9,899.8,1251.8,371.5,437.1,1108.3,318.5,310.8,414.2
1417180_at,394.4,395.1,105.4,134.3,300.3,270.4,71.1,75.6,427.6,147.4,159.8,161.3
1417181_a_at,170.2,168.4,81.7,55.4,368.6,294.1,67.6,71.7,338.1,97.2,78.4,69.5
1417182_at,669.7,758.7,245.5,276.4,853.6,1135,359.4,470.4,774.6,294.9,237.5,360.2
1417183_at,293.2,316,172.3,186.3,993.8,1313.6,667.6,720.8,388.5,354.3,179.8,357.8
1417184_s_at,1852.8,605.5,413.9,709.3,106.2,45.5,20.4,26.1,10869.4,11712,11252.6,10701.8
1417185_at,2973.1,1628.3,951.6,1296.4,170.4,102.7,24.7,55.5,11052.2,7959.1,7013.7,7835.2
1417186_at,1572,1831.6,513,785.4,4077,4145.3,1918.3,2329.6,2098.8,1136.7,888.8,1008
1417187_at,7.6,7.4,0.7,3.2,38.2,26.7,1.2,10.7,7.3,2.7,5.5,5.3
1417188_s_at,31.2,49.8,12.4,9.2,96.3,110.8,20.3,26.7,69.2,22.5,15.8,23
1417189_at,621.1,386.6,298.9,488.2,371.5,366.5,168.7,187.6,1300.6,919.8,818.1,1025.4
1417190_at,381.7,111.1,210.2,246.5,657.8,784.5,377.7,520.1,633.7,412.8,270.4,396
1417191_at,2829.7,2460.7,732.3,776.6,707.5,801.2,92.5,130.7,2488.7,735.6,575.8,701.1
1417192_at,100.9,139.9,67.6,91.7,429.6,639.8,210.1,262.2,99.5,50,37.8,43.5
1417193_at,1473.2,932.4,398.3,569.6,1607.8,1989.6,904.1,1022.8,1091,599.9,464.1,564.6
1417194_at,79.4,59.7,25.9,28.2,75.2,59.8,30.6,19.8,69.8,30.9,27.6,18.5
1417195_at,91.8,211.3,79.5,81.4,168.8,164.4,69.3,92.9,174.6,108.1,81.8,91.6
1417196_s_at,267.3,240,179.8,154.2,414.1,385,100.9,106.5,433.1,148,152.7,143.4
1417197_at,44,57,11.3,9.6,26.9,72.9,43.5,29,36.7,20.3,25.6,23.4
1417198_at,3.3,10.2,1.2,0.8,2.6,17.8,1.1,1.8,3.7,0.7,2.6,1.3
1417199_at,541.5,614.5,216.8,215.1,767,657.7,239.3,318.1,358.4,179.5,153.2,174.6
1417200_at,949.4,599.2,238.7,279.4,1773.5,1924.5,851.9,1014.8,509.2,246.8,193,275.9
1417201_at,426.1,443.6,166.5,191,427.7,414.7,90.2,136.7,314.4,159.3,102.3,125.5
1417202_s_at,498.3,352.3,533.2,518.7,2219.4,2187.4,823.2,967.7,933.6,607.7,382.4,446
1417203_at,195.9,129.4,41.2,62.9,482.6,470.1,146.6,165.6,296.9,91.5,111.9,117.7
1417204_at,1287.6,1138,372.5,387.3,1581.1,1469.7,368.5,310.9,2049.3,935.3,510.7,839
1417205_at,441.8,427,66.5,124.2,914,1023.9,307.3,331.4,1297.9,315.4,289.3,415.2
1417206_at,385.3,345.2,90.5,106.3,592.2,544.9,214.7,256.8,345.2,207.8,126.1,203.7
1417207_at,115.6,66.4,34.1,40.1,92.4,138.5,30.9,36.4,88,33.5,27,30.7
1417208_at,185.4,220.6,77,95.7,650.9,495,141.8,89.6,195.4,90.7,89,88.5
1417209_at,1181.1,1149,240.5,228.5,1031.3,1039.8,129.4,147.4,1051.6,261,137.9,313.2
1417210_at,1.4,0.8,3.6,0.7,6.4,7.4,1.8,6.5,5.4,3.5,0.5,0.5
1417211_a_at,118.5,60.1,34,62.9,72.7,66.1,24.9,32,194.8,107.3,132.4,87
1417212_at,188.3,217.4,54.7,90.2,325.8,370.2,224.9,338.2,195.4,90.9,110.1,97.6
1417213_a_at,122.9,148.7,44.7,81.8,165.7,245.8,75.7,91,180.7,61.9,74.7,70
1417214_at,48.8,40.3,17.3,22,99.5,207.8,18.9,31.1,24.2,8.1,5.1,10.6
1417215_at,3.1,2.4,3.3,1.3,21.5,24.6,2.9,7.4,2.7,1.3,0.5,0.5
1417216_at,120.8,107.5,44,26.3,114.1,106.2,26.7,46.8,115,35.5,28.2,31.2
1417217_at,63.3,54.4,19.5,26.8,39.2,38.8,2,12.3,61.1,13.5,8.4,17.9
1417218_at,109.3,110.1,34.3,62.2,97.7,158.9,16.3,26.7,602.2,210.5,195.3,248.7
1417219_s_at,90.5,45.4,23.4,54.1,359,1324.1,127.2,170.2,328.3,49.8,70.8,84
1417220_at,402.2,296.6,109.2,146.1,184.9,184.2,20.8,42,284.7,125.3,152.3,110.2
1417221_at,16.3,7.6,18.8,7.3,11,21.8,12.1,9.6,28.2,5.7,7.8,8.5
1417222_a_at,528.9,488.2,413.5,209,233.3,177.8,46.6,28.2,481.9,222.7,181.4,179.5
1417223_at,486.6,394.1,190.7,254.5,501.4,686.7,244.7,365.7,449.9,301.4,266.6,328.6
1417224_a_at,117.5,108,49.1,62.3,173.4,223.8,110.6,164.3,82.9,48.3,35.4,30.1
1417225_at,1980.1,1861.7,683.2,806.7,5106.1,5092.9,1188.8,1405.5,2828.8,1283.1,898.5,1331.3
1417226_at,364.7,205.6,100.7,134.4,261.6,311.1,75.6,92.2,455.4,158.4,122.9,169.3
1417227_at,815.6,414.4,240,414.3,550.7,623.5,231.5,258.7,635.8,336.3,287.8,375.7
1417228_at,111.6,77.9,4.1,23,216,222.7,23.1,27.5,271.3,49.9,39.5,84.3
1417229_at,5.7,15.2,6.9,10.5,10.6,37.8,2.1,3.5,35.1,3.9,11,1.1
1417230_at,27.2,52.5,17.4,28.1,198.1,83.7,20.3,21.5,58.5,25.1,27.7,27.2
1417231_at,17.7,12.8,2.6,2.6,109,53.5,7.6,1.2,35.2,2.1,3.6,20.3
1417232_at,73.3,51.5,3,17.2,54.7,29.2,2.2,13.8,65.4,16.2,7.7,15
1417233_at,606.1,498.8,362.8,284.4,2449.1,2806.7,1123,1573.2,526.8,271.7,216.4,215.7
1417234_at,60.1,61,36.7,36.6,65.2,59,10.1,14.8,138,50.7,54.8,85.8
1417235_at,464.9,478.7,99.4,149.7,270.8,212.4,60.8,77.7,367.6,101.6,140.4,123.3
1417236_at,203.6,98.4,43.8,36.1,113.2,129.6,19.5,25.6,207.7,29.4,24.7,31.1
1417237_at,132.7,100.5,69.2,83.9,63.2,84.6,37.6,36.9,339.5,129.9,116.5,176.1
1417238_at,253.7,234.8,125.1,166.6,512.2,647.3,358.2,338.4,277.5,172.8,113.2,177.3
1417239_at,639,624.3,617.1,611.1,1256.7,1254.7,380.2,429.7,1162.6,667.9,457.5,486.8
1417240_at,2660.3,2979.7,581.7,787.6,3021.7,2778.9,999.1,1207.9,1976.3,621.9,696.5,730.3
1417241_at,438.6,377,155.5,180.7,521,687.1,207.4,239.1,566.1,305.7,277.6,261.3
1417242_at,1459.4,1408.4,790.1,1281.1,3519.7,3702,2520.3,3429.6,1708.1,1643.8,1163.1,1485.9
1417243_at,402.5,387.5,235,294.3,808.4,968.9,351.7,448.2,556.1,407.4,271.6,364.7
1417244_a_at,245,236.2,64,102.2,69.1,47.3,10,30.5,990.1,250.2,239.9,295.6
1417245_at,213.5,244.3,114.7,212.2,424,491.4,231.9,309.8,1478.7,755.6,729.2,1103.1
1417246_at,27.2,8.7,3.4,17.9,14.7,36.1,3.1,11.3,10,2.7,4,3.3
1417247_at,228,150.8,155.1,146.3,441.1,448.7,150.4,173.6,295.6,170.9,140.1,166.9
1417248_at,788.8,760.2,175.7,398.8,632.5,524.8,200.1,230.5,844.8,348,363.6,187.4
1417249_at,28.7,46,6.1,15.8,27.2,98.9,6.3,8.5,169.9,68.7,46.4,39
1417250_at,890.4,875.8,239.7,360,982,1336,398.9,468,773.3,291.4,209.7,404
1417251_at,527.3,434.8,253,328.1,135,80.7,1.7,4.9,641.4,295.4,227.1,313.4
1417252_at,448.4,228.8,130.5,215.1,722.2,1159,413.7,554.3,562.7,384.5,301.6,302.2
1417253_at,227.9,121.2,71.5,106.4,619.7,612.3,133.8,139.9,569.9,127.5,153.9,131.9
1417254_at,209.5,316.3,193.7,176,474.4,588.8,247.6,335.9,122.4,127.8,77.6,71.1
1417255_at,489.1,330.7,149.9,172,355.9,407.9,102.6,118.3,450.1,193.8,139.1,141.6
1417256_at,18.3,4,55.9,96.6,7.8,10.7,1.1,0.8,15.3,10.9,10,4.2
1417257_at,64.6,80.8,18,20.5,49.3,46.9,4.3,25.9,81.7,20.7,29.2,17.6
1417258_at,4658.9,4060.5,2538.4,2909.1,6265,7010.1,4144.8,5320.9,3096.4,2124.7,1694.3,2214.1
1417259_a_at,587.4,380.5,216.4,313.4,1502.8,1879.3,707.7,844.7,858.2,496.1,502.5,576.5
1417260_at,1405.8,1174.7,421.1,620.5,2418.8,2297.9,820.8,662,1239.6,459.4,534.3,443.1
1417261_at,186.1,212.8,51.7,54.8,101.2,92.1,17.6,16.4,110.5,44.2,23.1,58
1417262_at,67.9,30.5,11.7,0.6,50,437.2,42.3,32.3,2280.8,161.7,129.9,596.2
1417263_at,43.1,7,6.9,13.2,44.9,171,14.3,15.5,373.3,45,40.1,98.3
1417264_at,477,425.3,170.8,178.9,793.7,670.2,231.5,316.6,322.1,191,164.8,152.2
1417265_s_at,94.6,93.9,18.4,35.6,226.1,237.3,80.5,96.6,54.5,58.2,40.2,41.2
1417266_at,26.6,8.5,12.4,8.8,4,1.1,2.4,1.8,28.6,25.6,20.4,33.2
1417267_s_at,67.8,91,10,36.8,161.6,202.2,133.4,173.8,226.1,66.8,78.5,96
1417268_at,223.3,119.8,41.8,54,97.4,207.5,50.7,47.1,261.7,87.7,83.3,101.9
1417269_at,1378.8,975.6,319.6,484.4,1582.5,2218,873.2,963.7,1289.5,564.6,428,597.2
1417270_at,58.7,135.8,36.4,40.9,97,114.6,91.8,63.6,50.8,21,25.4,16.3
1417271_a_at,607.7,388.8,135.5,229.9,146.7,152.2,76.8,77.2,1889.4,978.5,839.6,1043.5
1417272_at,530.8,369.7,242.3,286.7,213.8,235.5,37.5,59.5,1945.1,958.5,941.3,1125.8
1417273_at,1524.7,1509.9,493.8,697.4,850.3,1014.4,654.6,537.4,205.1,137.9,130.4,130.5
1417274_at,721.4,671.2,233.1,345.1,1110.6,1071.1,557.1,701,536.6,278.5,273.7,484.5
1417275_at,203.7,164,75.4,80.1,4.5,3.7,1.3,0.7,207.4,170.7,111.7,120.7
1417276_at,10.2,17.6,8.4,4.7,4.5,1.1,10,3.1,5.3,3,0.9,6.6
1417277_at,141.7,135,30.2,43.4,149.4,247.7,44.3,59.7,231.2,74.4,66.6,89.7
1417278_a_at,16.3,35.6,3.2,3.8,16.4,15.4,16.8,6.2,48.9,35.5,27.8,18.8
1417279_at,196.7,130.6,123.9,102.9,105,169.8,35,55.6,414.1,227.7,152,158.8
1417280_at,22.2,40.8,2.9,11.1,29.3,12.9,3.3,1.7,25.7,6.4,3.8,1.3
1417281_a_at,9.5,4.7,8.9,16.7,40.4,78.8,27.2,53.3,1094.5,705.5,542.8,873.4
1417282_at,72.7,62.1,15.5,28.6,78.2,114.3,62.7,65.9,1398.6,789.3,599.9,932.5
1417283_at,249,193.4,77,102.6,49,119.3,2.7,25.8,593.9,276.3,213.5,267.6
1417284_at,323,305.6,182,247.3,621.7,680.5,184.4,170,636.9,273.3,199.8,238
1417285_a_at,732.6,664.4,469.1,663.7,1893.4,1640.8,1437.1,1823.9,868.9,1132.1,957.4,961.4
1417286_at,249.5,176,158.8,293.6,970.5,1236.5,866.2,1111.8,603.7,545.4,513.9,497.2
1417287_at,1305.1,1127.4,209.2,414.1,1389,1519,525.6,692.5,1248,579.2,454.5,616.1
1417288_at,522.4,385.4,321.2,257.9,874.1,1213.1,366.6,443.9,1477.7,952.3,729.8,794.6
1417289_at,93.3,60.9,19,25.2,108.5,121.5,20.7,42,187.5,42,38.6,45.8
1417290_at,303.6,146.1,121.5,193.2,2.8,6.3,0.8,2.1,225.2,89,121.7,169.2
1417291_at,1681.2,1566.4,723.1,868.1,798.8,761.2,293.4,386.1,2614.4,1082.3,989.2,1424.9
